,Unnamed: 0,Unnamed: 0.1,in_amount_mmol,p_amount_mmol,sol_amount_ml,TOP_amount_mmol,acid_amount_mmol,amine_amount_mmol,thiol_amount_mmol,zinc_amount_mmol,other_amount_mmol,total_volume_ml,temp_c,time_min,x0_chloroindium oxalate,x0_indium acetate,x0_indium bromide,x0_indium chloride,x0_indium iodide,x0_indium myristate,x0_indium oxalate,x0_indium palmitate,x0_indium trifluoroacetate,"x0_indium tris(N,N-diisopropylacetamidinato)",x1_bis(trimethylsilyl)phosphine,x1_phosphine gas,x1_phosphorus trichloride,x1_sodium phosphide,x1_tris(diethylamino)phosphine,x1_tris(dimethylamino)phosphine,x1_tris(trimethylgermyl)phosphine,x1_tris(trimethylsilyl)phosphine,x1_white phosphorus,x2_4-ethylpyridine,x2_None,x2_dimethylformamide,x2_mesitylene,x2_octadecene,x2_toluene,x3_None,x3_trioctylphosphine,x4_None,x4_lauric acid,x4_myristic acid,x4_oleic acid,x4_palmitic acid,x4_stearic acid,x5_None,x5_dioctylamine,x5_dodecylamine,x5_hexadecylamine,x5_octylamine,x5_oleylamine,x6_None,x6_dodecanethiol,x7_None,x7_zinc acetate,x7_zinc bromide,x7_zinc chloride,x7_zinc iodide,x7_zinc octanoate,x7_zinc oleate,x7_zinc stearate,x7_zinc undecylenate,x8_None,x8_acetic acid,x8_copper bromide,x8_oleic acid,x8_superhydride,x8_tetrabutylammonium myristate,x8_trioctylamine,x8_trioctylphosphine oxide,x8_water,x8_zinc iodide,diameter_nm,abs_nm,emission_nm
191,191,191,-0.5934856037159201,-0.593538870108781,-0.1361120301611786,-0.3039032891788096,-0.4334843913489745,-0.614682334905579,-0.1966511848542709,-0.6190530123155181,-0.2629638287810377,-0.2845437214017273,0.1835544392375043,-0.2902705853308758,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,555.0,645
192,192,192,1.19119630665146,0.7220551282740355,-0.528734306363088,2.711044447444334,-0.437273560463046,-0.6426241729697622,-0.1966511848542709,-0.6270202325512391,0.3563642634900945,-0.1089559872061011,0.9804360698689978,0.6861001626668716,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,633.0,653
195,195,195,-0.4282372786819035,-0.5211812001977262,-0.528734306363088,-0.3039032891788096,-0.437273560463046,-0.0754048602668434,-0.1966511848542709,0.5441611420997411,-0.2629638287810377,-0.5826257064508896,-0.8125475990518625,-0.2815529893666101,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,430.0,482
197,197,197,-0.4282372786819035,-0.2573315149665056,-0.528734306363088,-0.3039032891788096,-0.437273560463046,0.1956309689557335,-0.1966511848542709,-0.0454131553436094,-0.2629638287810377,-0.5422367351942283,-0.8125475990518625,-0.3059622580665538,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,505.0,530
198,198,198,-0.5934856037159201,-0.6666274255744931,0.0274805849229503,-0.3039032891788096,-0.437273560463046,-0.6426241729697622,-0.1966511848542709,-0.5473480301940296,-0.2629638287810377,-0.1298141413762079,1.5780972928426178,-0.2902705853308758,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,500.0,550
199,199,199,0.9763734841072385,-0.630083147841637,-0.2015490761948301,0.0729651777730176,-0.437273560463046,-0.6426241729697622,-0.1966511848542709,-0.6270202325512391,-0.2629638287810377,-0.2878304608467139,1.5780972928426178,-0.2815529893666101,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,547.0,590
200,200,200,-0.4282372786819035,-0.630083147841637,-0.2669861222284818,0.0729651777730176,-0.437273560463046,-0.6426241729697622,-0.1966511848542709,-0.6270202325512391,-0.2629638287810377,-0.3510369886349162,-0.2148863760782424,-0.2902705853308758,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,551.0,612
201,201,201,-0.4282372786819035,-0.630083147841637,-0.2669861222284818,0.0729651777730176,-0.437273560463046,-0.6426241729697622,-0.1966511848542709,-0.6270202325512391,-0.2629638287810377,-0.3510369886349162,-0.2148863760782424,-0.2902705853308758,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,578.0,641
202,202,202,-0.4282372786819035,-0.630083147841637,-0.2669861222284818,0.0729651777730176,-0.437273560463046,-0.6426241729697622,-0.1966511848542709,-0.6270202325512391,-0.2629638287810377,-0.3510369886349162,-0.2148863760782424,-0.2989881812951414,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,511.0,572
203,203,203,-0.4282372786819035,-0.630083147841637,-0.2669861222284818,0.0729651777730176,-0.437273560463046,-0.6426241729697622,-0.1966511848542709,-0.6270202325512391,-0.2629638287810377,-0.3510369886349162,-0.2148863760782424,-0.2955011429094351,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,532.0,581
204,204,204,-0.4282372786819035,-0.630083147841637,-0.2669861222284818,0.0729651777730176,-0.437273560463046,-0.6426241729697622,-0.1966511848542709,-0.6270202325512391,-0.2629638287810377,-0.3510369886349162,-0.2148863760782424,-0.2989881812951414,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,529.0,582
205,205,205,-0.4282372786819035,-0.630083147841637,-0.2669861222284818,0.0729651777730176,-0.437273560463046,-0.6426241729697622,-0.1966511848542709,-0.6270202325512391,-0.2629638287810377,-0.3510369886349162,-0.2148863760782424,-0.2955011429094351,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,552.0,601
206,206,206,-0.5934856037159201,-0.6666274255744931,-0.0052379380938754,-0.3039032891788096,-0.437273560463046,-0.6426241729697622,0.3374631443795514,-0.5473480301940296,-0.2629638287810377,-0.1606589269368507,1.5780972928426178,-0.2815529893666101,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,436.0,481
207,207,207,1.2490332204133658,1.4529406829311555,-0.528734306363088,3.823055854644294,-0.437273560463046,-0.6426241729697622,-0.1966511848542709,-0.6270202325512391,0.4915054669415827,0.0890068578265485,0.5819952545532511,3.458295679303333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.6,517.0,600
208,208,208,1.2490332204133658,1.4529406829311555,-0.528734306363088,3.823055854644294,-0.437273560463046,-0.6426241729697622,-0.1966511848542709,-0.6270202325512391,0.4915054669415827,0.0890068578265485,0.7812156622111245,3.458295679303333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,577.0,646
209,209,209,1.2490332204133658,1.4529406829311555,-0.528734306363088,3.823055854644294,-0.437273560463046,-0.6426241729697622,-0.1966511848542709,-0.6270202325512391,0.4915054669415827,0.0890068578265485,0.9804360698689978,3.458295679303333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.5,590.0,677
210,210,210,1.2490332204133658,1.4529406829311555,-0.528734306363088,3.823055854644294,-0.437273560463046,-0.6426241729697622,-0.1966511848542709,-0.6270202325512391,0.4915054669415827,0.0890068578265485,1.1796564775268712,3.458295679303333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.2,626.0,729
211,211,211,1.2490332204133658,1.4529406829311555,-0.528734306363088,3.823055854644294,-0.437273560463046,-0.6426241729697622,-0.1966511848542709,-0.6270202325512391,0.4915054669415827,0.0890068578265485,1.3788768851847446,3.458295679303333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.8,689.0,765
212,212,212,1.2490332204133658,1.4529406829311555,-0.528734306363088,3.823055854644294,-0.437273560463046,-0.6426241729697622,-0.1966511848542709,-0.6270202325512391,0.4915054669415827,0.0890068578265485,1.5780972928426178,3.458295679303333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,729.0,775
214,214,214,-0.5852231874642193,-0.6666274255744931,-0.070674984127527,-0.3039032891788096,-0.3235984870409009,-0.6426241729697622,-0.1966511848542709,-0.6270202325512391,-0.2629638287810377,-0.2246239330585115,0.9804360698689978,-0.0984834741170325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,532.0,590
